g,fe,d_gbest,d_nmin,d_nmax,rel_ei,win,sid_ok,sub_id,sub_ok,ga_it_ok,ga_pop_d,na_ok,th_lo,th_hi,mse,einan,ng,dgrid,dmin_arq,lam
353,593,3.691072281153396e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,35.099674300852065,"(np.float64(0.595959596), np.float64(0.404040404))"
354,594,2.784902114472132e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.169469897268842e-15,"(np.float64(0.6666666667), np.float64(0.3333333333))"
355,595,3.691072281153396e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,1.4867001555444612,"(np.float64(0.595959596), np.float64(0.404040404))"
356,596,3.88838117260093e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,26.159652240507917,"(np.float64(0.6363636364), np.float64(0.3636363636))"
357,597,3.2725938348132644e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,31.593437180658494,"(np.float64(0.8282828283), np.float64(0.1717171717))"
359,599,2.304596041780016e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,3.3862691742227096,"(np.float64(0.1414141414), np.float64(0.8585858586))"
361,601,1.5318057100532911e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,30.473057208863302,"(np.float64(0.4545454545), np.float64(0.5454545455))"
388,628,8.932765999114523e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,3.3748439663461913,"(np.float64(0.3939393939), np.float64(0.6060606061))"
389,629,5.113282158797361e-10,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,1.7763568394002505e-15,3.6905523389740094e-15,"(np.float64(0.8686868687), np.float64(0.1313131313))"
390,630,1.119241990754638e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.1388372415543027,"(np.float64(0.9292929293), np.float64(0.0707070707))"
391,631,2.1254596416220295e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,5.479393054806891,"(np.float64(0.7575757576), np.float64(0.2424242424))"
392,632,8.24205056981775e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.9817710933265666,"(np.float64(0.2222222222), np.float64(0.7777777778))"
393,633,6.557218129588094e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,42.5755927545898,"(np.float64(0.5252525253), np.float64(0.4747474747))"
394,634,2.6741238431937653e-08,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,23.439688285354862,"(np.float64(0.9090909091), np.float64(0.0909090909))"
395,635,7.1539544843624014e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,4.777845052832912,"(np.float64(0.3737373737), np.float64(0.6262626263))"
396,636,8.24205056981775e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.7382733488532356,"(np.float64(0.2222222222), np.float64(0.7777777778))"
397,637,7.1539544843624014e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.9860273225978185e-15,"(np.float64(0.3737373737), np.float64(0.6262626263))"
404,644,3.157717920476699e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,3.552713678800501e-15,2.6259081937210507,"(np.float64(0.2727272727), np.float64(0.7272727273))"
405,645,2.645803133527469e-08,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,20.059289272016105,"(np.float64(0.898989899), np.float64(0.101010101))"
409,649,2.4561869482742082e-09,2.974895889259048e-09,1.7520775074176964e-08,1.917378209733511e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,20.49586601950844,"(np.float64(0.4646464646), np.float64(0.5353535354))"
410,650,3.789714098090258e-09,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,34.38152306848508,"(np.float64(0.6161616162), np.float64(0.3838383838))"
413,652,2.5464505698513662e-08,2.974895889259048e-09,1.7520775074176964e-08,0.0,fe-1,False,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.0,"(np.float64(0.8787878788), np.float64(0.1212121212))"
