problema,ger,log,meu,nf1_log,nf1_meu,nadpop_log,nadpop_meu,ideal_log,ideal_meu
WFG9,17,12,12,"[np.float64(2.6559521147195424), np.float64(4.530551642803979)]","[np.float64(2.655952215194702), np.float64(4.530551433563232)]","[np.float64(2.6628364348413935), np.float64(4.740988260688045)]","[np.float64(2.6628365516662598), np.float64(4.740988254547119)]","[np.float64(0.6407058112745545), np.float64(0.8536892101139371)]","[np.float64(0.6407058238983154), np.float64(0.8536891937255859)]"
WFG9,18,11,11,"[np.float64(2.6559521147195424), np.float64(4.530551642803979)]","[np.float64(2.655952215194702), np.float64(4.530551433563232)]","[np.float64(2.6628364348413935), np.float64(4.740988260688045)]","[np.float64(2.6628365516662598), np.float64(4.740988254547119)]","[np.float64(0.6407058112745545), np.float64(0.8536892101139371)]","[np.float64(0.6407058238983154), np.float64(0.8536891937255859)]"
WFG9,19,11,11,"[np.float64(2.657695940075338), np.float64(4.530551642803979)]","[np.float64(2.657696008682251), np.float64(4.530551433563232)]","[np.float64(2.6628364348413935), np.float64(4.740988260688045)]","[np.float64(2.6628365516662598), np.float64(4.740988254547119)]","[np.float64(0.6407058112745545), np.float64(0.8178018692198334)]","[np.float64(0.6407058238983154), np.float64(0.8178018927574158)]"
WFG9,20,9,9,"[np.float64(2.657695940075338), np.float64(4.530551642803979)]","[np.float64(2.657696008682251), np.float64(4.530551433563232)]","[np.float64(2.6628364348413935), np.float64(4.74788278814818)]","[np.float64(2.6628365516662598), np.float64(4.747882843017578)]","[np.float64(0.6407058112745545), np.float64(0.8178018692198334)]","[np.float64(0.6407058238983154), np.float64(0.8178018927574158)]"
WFG9,21,11,11,"[np.float64(2.656891505972063), np.float64(4.530551642803979)]","[np.float64(2.6568915843963623), np.float64(4.530551433563232)]","[np.float64(2.6628098750746467), np.float64(4.74788278814818)]","[np.float64(2.6628098487854004), np.float64(4.747882843017578)]","[np.float64(0.6407058112745545), np.float64(0.8143065318619562)]","[np.float64(0.6407058238983154), np.float64(0.8143065571784973)]"
WFG9,22,11,11,"[np.float64(2.656891505972063), np.float64(4.530551642803979)]","[np.float64(2.6568915843963623), np.float64(4.530551433563232)]","[np.float64(2.6628098750746467), np.float64(4.74788278814818)]","[np.float64(2.6628098487854004), np.float64(4.747882843017578)]","[np.float64(0.6407058112745545), np.float64(0.8143065318619562)]","[np.float64(0.6407058238983154), np.float64(0.8143065571784973)]"
WFG9,23,10,10,"[np.float64(2.656891505972063), np.float64(4.530551642803979)]","[np.float64(2.6568915843963623), np.float64(4.530551433563232)]","[np.float64(2.6628098750746467), np.float64(4.74788278814818)]","[np.float64(2.6628098487854004), np.float64(4.747882843017578)]","[np.float64(0.6407058112745545), np.float64(0.8143065318619562)]","[np.float64(0.6407058238983154), np.float64(0.8143065571784973)]"
WFG9,24,9,9,"[np.float64(2.656891505972063), np.float64(4.530551642803979)]","[np.float64(2.6568915843963623), np.float64(4.530551433563232)]","[np.float64(2.6628098750746467), np.float64(4.74788278814818)]","[np.float64(2.6628098487854004), np.float64(4.747882843017578)]","[np.float64(0.6407058112745545), np.float64(0.8143065318619562)]","[np.float64(0.6407058238983154), np.float64(0.8143065571784973)]"
WFG9,25,9,9,"[np.float64(2.656891505972063), np.float64(4.530551642803979)]","[np.float64(2.6568915843963623), np.float64(4.530551433563232)]","[np.float64(2.6628098750746467), np.float64(4.74788278814818)]","[np.float64(2.6628098487854004), np.float64(4.747882843017578)]","[np.float64(0.6407058112745545), np.float64(0.8143065318619562)]","[np.float64(0.6407058238983154), np.float64(0.8143065571784973)]"
ZDT1,1,14,14,"[np.float64(0.842881348118053), np.float64(6.057699355033327)]","[np.float64(0.8428813219070435), np.float64(6.057699203491211)]","[np.float64(0.9704303616170772), np.float64(6.057699355033327)]","[np.float64(0.9704303741455078), np.float64(6.057699203491211)]","[np.float64(0.0013779643801035651), np.float64(2.3750707202577215)]","[np.float64(0.0013779643923044205), np.float64(2.375070810317993)]"
ZDT1,2,10,10,"[np.float64(0.842881348118053), np.float64(5.9417377130459395)]","[np.float64(0.8428813219070435), np.float64(5.941737651824951)]","[np.float64(0.9704303616170772), np.float64(5.9417377130459395)]","[np.float64(0.9704303741455078), np.float64(5.941737651824951)]","[np.float64(0.0), np.float64(2.1139442710958445)]","[np.float64(0.0), np.float64(2.1139442920684814)]"
ZDT1,3,11,11,"[np.float64(0.925643985270172), np.float64(3.9429128464270775)]","[np.float64(0.9256439805030823), np.float64(3.9429128170013428)]","[np.float64(0.9704303616170772), np.float64(5.111006969221343)]","[np.float64(0.9704303741455078), np.float64(5.111006736755371)]","[np.float64(0.02596350053358174), np.float64(2.29290929119978)]","[np.float64(0.025963500142097473), np.float64(2.2929093837738037)]"
ZDT1,4,10,10,"[np.float64(0.925643985270172), np.float64(3.9429128464270775)]","[np.float64(0.9256439805030823), np.float64(3.9429128170013428)]","[np.float64(0.9704303616170772), np.float64(4.564219816048062)]","[np.float64(0.9704303741455078), np.float64(4.564219951629639)]","[np.float64(0.02596350053358174), np.float64(2.29290929119978)]","[np.float64(0.025963500142097473), np.float64(2.2929093837738037)]"
ZDT1,5,11,10,"[np.float64(0.9329936024825101), np.float64(4.292812775200402)]","[np.float64(0.9329935908317566), np.float64(3.9429128170013428)]","[np.float64(0.9704303616170772), np.float64(4.514465987960319)]","[np.float64(0.9704303741455078), np.float64(4.514465808868408)]","[np.float64(0.025963500533581735), np.float64(2.0314807667198305)]","[np.float64(0.025963500142097473), np.float64(2.0314807891845703)]"
ZDT1,6,11,10,"[np.float64(0.9329936024825101), np.float64(4.294152929286564)]","[np.float64(0.9329935908317566), np.float64(3.8659279346466064)]","[np.float64(0.9704303616170772), np.float64(4.294152929286564)]","[np.float64(0.9704303741455078), np.float64(4.294152736663818)]","[np.float64(0.025963500533581735), np.float64(2.016745582877494)]","[np.float64(0.025963500142097473), np.float64(2.0167455673217773)]"
ZDT1,7,11,10,"[np.float64(0.9329936024825101), np.float64(4.038451634739554)]","[np.float64(0.9329935908317566), np.float64(3.8659279346466064)]","[np.float64(0.9966667206268188), np.float64(4.038451634739554)]","[np.float64(0.9966667294502258), np.float64(4.038451671600342)]","[np.float64(0.025963500533581735), np.float64(2.0262768097611796)]","[np.float64(0.025963500142097473), np.float64(2.0262768268585205)]"
ZDT1,8,11,10,"[np.float64(0.9329936024825101), np.float64(3.8694028574529473)]","[np.float64(0.9329935908317566), np.float64(3.8659279346466064)]","[np.float64(0.9966667206268188), np.float64(3.8694028574529473)]","[np.float64(0.9966667294502258), np.float64(3.8694028854370117)]","[np.float64(0.025963500533581735), np.float64(2.0262768097611796)]","[np.float64(0.025963500142097473), np.float64(2.0262768268585205)]"
ZDT1,9,11,10,"[np.float64(0.9329936024825101), np.float64(3.837062970935645)]","[np.float64(0.9329935908317566), np.float64(3.834036350250244)]","[np.float64(0.9966667206268188), np.float64(3.837062970935645)]","[np.float64(0.9966667294502258), np.float64(3.8370630741119385)]","[np.float64(0.025963500533581735), np.float64(2.0262768097611796)]","[np.float64(0.025963500142097473), np.float64(2.0262768268585205)]"
ZDT1,10,11,10,"[np.float64(0.9329936024825101), np.float64(3.834274797607982)]","[np.float64(0.9329935908317566), np.float64(3.834036350250244)]","[np.float64(0.9966667206268188), np.float64(3.834274797607982)]","[np.float64(0.9966667294502258), np.float64(3.8342747688293457)]","[np.float64(0.025963500533581735), np.float64(2.0262768097611796)]","[np.float64(0.025963500142097473), np.float64(2.0262768268585205)]"
ZDT1,11,10,10,"[np.float64(0.9329936024825101), np.float64(3.8156548479039007)]","[np.float64(0.9329935908317566), np.float64(3.815654754638672)]","[np.float64(0.9966667206268188), np.float64(3.834036271269742)]","[np.float64(0.9966667294502258), np.float64(3.834036350250244)]","[np.float64(0.025963500533581735), np.float64(2.0262768097611796)]","[np.float64(0.025963500142097473), np.float64(2.0262768268585205)]"
ZDT1,12,8,8,"[np.float64(0.9329936024825101), np.float64(3.8156548479039007)]","[np.float64(0.9329935908317566), np.float64(3.815654754638672)]","[np.float64(0.9966667206268188), np.float64(3.834036271269742)]","[np.float64(0.9966667294502258), np.float64(3.834036350250244)]","[np.float64(0.025963500533581735), np.float64(2.0262768097611796)]","[np.float64(0.025963500142097473), np.float64(2.0262768268585205)]"
ZDT1,13,10,10,"[np.float64(0.9329936024825101), np.float64(3.8156548479039007)]","[np.float64(0.9329935908317566), np.float64(3.815654754638672)]","[np.float64(0.9966667206268188), np.float64(3.828867824819893)]","[np.float64(0.9966667294502258), np.float64(3.8288679122924805)]","[np.float64(0.025963500533581735), np.float64(2.0188157055163525)]","[np.float64(0.025963500142097473), np.float64(2.018815755844116)]"
ZDT1,14,10,10,"[np.float64(0.9329936024825101), np.float64(3.8156548479039007)]","[np.float64(0.9329935908317566), np.float64(3.815654754638672)]","[np.float64(0.9966667206268188), np.float64(3.8156548479039007)]","[np.float64(0.9966667294502258), np.float64(3.815654754638672)]","[np.float64(0.025963500533581735), np.float64(2.0188157055163525)]","[np.float64(0.025963500142097473), np.float64(2.018815755844116)]"
ZDT1,15,10,10,"[np.float64(0.9329936024825101), np.float64(3.8156548479039007)]","[np.float64(0.9329935908317566), np.float64(3.815654754638672)]","[np.float64(0.9966667206268188), np.float64(3.8156548479039007)]","[np.float64(0.9966667294502258), np.float64(3.815654754638672)]","[np.float64(0.025963500533581735), np.float64(2.0187219246627106)]","[np.float64(0.025963500142097473), np.float64(2.01872181892395)]"
ZDT1,16,9,9,"[np.float64(0.9329936024825101), np.float64(3.8090336563761515)]","[np.float64(0.9329935908317566), np.float64(3.8090336322784424)]","[np.float64(0.9966667206268188), np.float64(3.8156548479039007)]","[np.float64(0.9966667294502258), np.float64(3.815654754638672)]","[np.float64(0.025963500533581735), np.float64(2.015475046239933)]","[np.float64(0.025963500142097473), np.float64(2.015475034713745)]"
ZDT1,17,7,7,"[np.float64(0.9329936024825101), np.float64(3.8090336563761515)]","[np.float64(0.9329935908317566), np.float64(3.8090336322784424)]","[np.float64(0.9966667206268188), np.float64(3.8156548479039007)]","[np.float64(0.9966667294502258), np.float64(3.815654754638672)]","[np.float64(0.025963500533581735), np.float64(2.015475046239933)]","[np.float64(0.025963500142097473), np.float64(2.015475034713745)]"
ZDT1,18,7,7,"[np.float64(0.9329936024825101), np.float64(3.8090336563761515)]","[np.float64(0.9329935908317566), np.float64(3.8090336322784424)]","[np.float64(0.9966667206268188), np.float64(3.8156548479039007)]","[np.float64(0.9966667294502258), np.float64(3.815654754638672)]","[np.float64(0.025963500533581735), np.float64(1.991399204999783)]","[np.float64(0.025963500142097473), np.float64(1.9913991689682007)]"
ZDT1,19,7,7,"[np.float64(0.9329936024825101), np.float64(3.775859416529846)]","[np.float64(0.9329935908317566), np.float64(3.7758593559265137)]","[np.float64(0.9992020774497492), np.float64(3.783184649813017)]","[np.float64(0.9992020726203918), np.float64(3.783184766769409)]","[np.float64(0.025963500533581735), np.float64(1.991399204999783)]","[np.float64(0.025963500142097473), np.float64(1.9913991689682007)]"
ZDT1,20,7,7,"[np.float64(0.9329936024825101), np.float64(3.775859416529846)]","[np.float64(0.9329935908317566), np.float64(3.7758593559265137)]","[np.float64(0.9992020774497492), np.float64(3.781007968152415)]","[np.float64(0.9992020726203918), np.float64(3.781008005142212)]","[np.float64(0.025963500533581735), np.float64(1.9875464161483427)]","[np.float64(0.025963500142097473), np.float64(1.987546443939209)]"
ZDT1,21,8,8,"[np.float64(0.9329936024825101), np.float64(3.7699049518040963)]","[np.float64(0.9329935908317566), np.float64(3.769904851913452)]","[np.float64(0.9992020774497492), np.float64(3.775859416529846)]","[np.float64(0.9992020726203918), np.float64(3.7758593559265137)]","[np.float64(0.025963500533581735), np.float64(1.9875464161483427)]","[np.float64(0.025963500142097473), np.float64(1.987546443939209)]"
ZDT1,22,8,8,"[np.float64(0.9329936024825101), np.float64(3.7662346161820133)]","[np.float64(0.9329935908317566), np.float64(3.7662346363067627)]","[np.float64(0.9992020774497492), np.float64(3.7699049518040963)]","[np.float64(0.9992020726203918), np.float64(3.769904851913452)]","[np.float64(0.025963500533581735), np.float64(1.975221422725248)]","[np.float64(0.025963500142097473), np.float64(1.9752213954925537)]"
ZDT1,23,8,8,"[np.float64(0.9329936024825101), np.float64(3.7537948351056984)]","[np.float64(0.9329935908317566), np.float64(3.7537949085235596)]","[np.float64(0.9992020774497492), np.float64(3.753875243435344)]","[np.float64(0.9992020726203918), np.float64(3.753875255584717)]","[np.float64(0.025963500533581735), np.float64(1.975221422725248)]","[np.float64(0.025963500142097473), np.float64(1.9752213954925537)]"
ZDT1,24,8,8,"[np.float64(0.9329936024825101), np.float64(3.752280533268808)]","[np.float64(0.9329935908317566), np.float64(3.7522804737091064)]","[np.float64(0.9992020774497492), np.float64(3.753327174437187)]","[np.float64(0.9992020726203918), np.float64(3.7533271312713623)]","[np.float64(0.025963500533581735), np.float64(1.9464515731055478)]","[np.float64(0.025963500142097473), np.float64(1.9464515447616577)]"
ZDT1,25,9,9,"[np.float64(0.9329936024825101), np.float64(3.731359063186274)]","[np.float64(0.9329935908317566), np.float64(3.7313590049743652)]","[np.float64(0.9992020774497492), np.float64(3.7514344688218926)]","[np.float64(0.9992020726203918), np.float64(3.751434564590454)]","[np.float64(0.025963500533581735), np.float64(1.9464515731055478)]","[np.float64(0.025963500142097473), np.float64(1.9464515447616577)]"
ZDT1,26,8,8,"[np.float64(0.9329936024825101), np.float64(3.731359063186274)]","[np.float64(0.9329935908317566), np.float64(3.7313590049743652)]","[np.float64(0.9992020774497492), np.float64(3.7337318293070063)]","[np.float64(0.9992020726203918), np.float64(3.733731746673584)]","[np.float64(0.025963500533581735), np.float64(1.9464515731055478)]","[np.float64(0.025963500142097473), np.float64(1.9464515447616577)]"
ZDT1,27,8,8,"[np.float64(0.9329936024825101), np.float64(3.731359063186274)]","[np.float64(0.9329935908317566), np.float64(3.7313590049743652)]","[np.float64(0.9992020774497492), np.float64(3.731453293219151)]","[np.float64(0.9992020726203918), np.float64(3.7314531803131104)]","[np.float64(0.025963500533581735), np.float64(1.9464515731055478)]","[np.float64(0.025963500142097473), np.float64(1.9464515447616577)]"
ZDT1,28,8,8,"[np.float64(0.9329936024825101), np.float64(3.731357658548013)]","[np.float64(0.9329935908317566), np.float64(3.7313575744628906)]","[np.float64(0.9992020774497492), np.float64(3.731359063186274)]","[np.float64(0.9992020726203918), np.float64(3.7313590049743652)]","[np.float64(0.025963500533581735), np.float64(1.9464515731055478)]","[np.float64(0.025963500142097473), np.float64(1.9464515447616577)]"
ZDT1,29,8,8,"[np.float64(0.9329936024825101), np.float64(3.7165275397116555)]","[np.float64(0.9329935908317566), np.float64(3.7165274620056152)]","[np.float64(0.9992020774497492), np.float64(3.731357658548013)]","[np.float64(0.9992020726203918), np.float64(3.7313575744628906)]","[np.float64(0.025963500533581735), np.float64(1.9464515731055478)]","[np.float64(0.025963500142097473), np.float64(1.9464515447616577)]"
ZDT1,30,8,8,"[np.float64(0.9329936024825101), np.float64(3.7165275397116555)]","[np.float64(0.9329935908317566), np.float64(3.7165274620056152)]","[np.float64(0.9992020774497492), np.float64(3.7290088576191356)]","[np.float64(0.9992020726203918), np.float64(3.729008913040161)]","[np.float64(0.025963500533581735), np.float64(1.9464515731055478)]","[np.float64(0.025963500142097473), np.float64(1.9464515447616577)]"
ZDT1,31,7,7,"[np.float64(0.9329936024825101), np.float64(3.675381706966585)]","[np.float64(0.9329935908317566), np.float64(3.675381660461426)]","[np.float64(0.9992020774497492), np.float64(3.689127078829599)]","[np.float64(0.9992020726203918), np.float64(3.689126968383789)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT1,32,7,7,"[np.float64(0.9329936024825101), np.float64(3.6584126515977284)]","[np.float64(0.9329935908317566), np.float64(3.6584126949310303)]","[np.float64(0.9996179016150909), np.float64(3.675381706966585)]","[np.float64(0.999617874622345), np.float64(3.675381660461426)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT1,33,7,7,"[np.float64(0.9329936024825101), np.float64(3.656127748984322)]","[np.float64(0.9329935908317566), np.float64(3.656127691268921)]","[np.float64(0.9996179016150909), np.float64(3.6584126515977284)]","[np.float64(0.999617874622345), np.float64(3.6584126949310303)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT1,34,7,8,"[np.float64(0.9329936024825101), np.float64(3.656127748984322)]","[np.float64(0.9329935908317566), np.float64(3.656127691268921)]","[np.float64(0.9996179016150909), np.float64(3.65612777406211)]","[np.float64(0.999617874622345), np.float64(3.656127691268921)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT1,35,7,7,"[np.float64(0.9329936024825101), np.float64(3.6555683705367565)]","[np.float64(0.9329935908317566), np.float64(3.6555683612823486)]","[np.float64(0.9996179016150909), np.float64(3.656127748984322)]","[np.float64(0.999617874622345), np.float64(3.656127691268921)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT1,36,7,7,"[np.float64(0.9329936024825101), np.float64(3.6555683705367565)]","[np.float64(0.9329935908317566), np.float64(3.6555683612823486)]","[np.float64(0.9996179016150909), np.float64(3.656113994851594)]","[np.float64(0.999617874622345), np.float64(3.656114101409912)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT1,37,6,6,"[np.float64(0.9329936024825101), np.float64(3.6555683705367565)]","[np.float64(0.9329935908317566), np.float64(3.6555683612823486)]","[np.float64(0.9996179016150909), np.float64(3.656108654486608)]","[np.float64(0.999617874622345), np.float64(3.6561086177825928)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT1,38,6,6,"[np.float64(0.9329936024825101), np.float64(3.6508836286536366)]","[np.float64(0.9329935908317566), np.float64(3.650883674621582)]","[np.float64(0.9996179016150909), np.float64(3.655568424594423)]","[np.float64(0.999617874622345), np.float64(3.6555683612823486)]","[np.float64(0.030501597778596373), np.float64(1.9464515731055478)]","[np.float64(0.030501598492264748), np.float64(1.9464515447616577)]"
ZDT3,1,12,12,"[np.float64(0.841229081387119), np.float64(5.227230924569361)]","[np.float64(0.8412290811538696), np.float64(5.227231025695801)]","[np.float64(0.8581924554827038), np.float64(5.227230924569361)]","[np.float64(0.8581924438476562), np.float64(5.227231025695801)]","[np.float64(0.002072056751649608), np.float64(2.1426163630468604)]","[np.float64(0.002072056755423546), np.float64(2.1426162719726562)]"
ZDT3,2,8,8,"[np.float64(0.6584579508629166), np.float64(4.978479913127856)]","[np.float64(0.6584579348564148), np.float64(4.978479862213135)]","[np.float64(0.8581924554827038), np.float64(4.978479913127856)]","[np.float64(0.8581924438476562), np.float64(4.978479862213135)]","[np.float64(0.0020720567516495647), np.float64(2.2919362290453553)]","[np.float64(0.002072056755423546), np.float64(2.291936159133911)]"
ZDT3,3,8,8,"[np.float64(0.6584579508629166), np.float64(4.948987936118506)]","[np.float64(0.6584579348564148), np.float64(4.94898796081543)]","[np.float64(0.8581924554827038), np.float64(4.948987936118506)]","[np.float64(0.8581924438476562), np.float64(4.94898796081543)]","[np.float64(0.0020720567516495647), np.float64(2.2919362290453553)]","[np.float64(0.002072056755423546), np.float64(2.291936159133911)]"
ZDT3,4,9,9,"[np.float64(0.6704928103966471), np.float64(4.251779367360197)]","[np.float64(0.6704928278923035), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.500698544775354)]","[np.float64(0.8581924438476562), np.float64(4.500698566436768)]","[np.float64(0.004992390004273213), np.float64(2.1976211415185944)]","[np.float64(0.004992390051484108), np.float64(2.1976211071014404)]"
ZDT3,5,9,9,"[np.float64(0.6704928103966471), np.float64(4.251779367360197)]","[np.float64(0.6704928278923035), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.500698544775354)]","[np.float64(0.8581924438476562), np.float64(4.500698566436768)]","[np.float64(0.004992390004273213), np.float64(2.1976211415185944)]","[np.float64(0.004992390051484108), np.float64(2.1976211071014404)]"
ZDT3,6,7,7,"[np.float64(0.6636421888740969), np.float64(4.251779367360197)]","[np.float64(0.663642168045044), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.2938882615044145)]","[np.float64(0.8581924438476562), np.float64(4.293888092041016)]","[np.float64(0.004992390004273213), np.float64(2.1896633784389996)]","[np.float64(0.004992390051484108), np.float64(2.1896634101867676)]"
ZDT3,7,7,7,"[np.float64(0.6636421888740969), np.float64(4.251779367360197)]","[np.float64(0.663642168045044), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.2938882615044145)]","[np.float64(0.8581924438476562), np.float64(4.293888092041016)]","[np.float64(0.004992390004273213), np.float64(2.1896633784389996)]","[np.float64(0.004992390051484108), np.float64(2.1896634101867676)]"
ZDT3,8,6,6,"[np.float64(0.6636421888740969), np.float64(4.251779367360197)]","[np.float64(0.663642168045044), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.2938882615044145)]","[np.float64(0.8581924438476562), np.float64(4.293888092041016)]","[np.float64(0.004992390004273213), np.float64(2.0227767554835823)]","[np.float64(0.004992390051484108), np.float64(2.0227768421173096)]"
ZDT3,9,6,6,"[np.float64(0.6636421888740969), np.float64(4.251779367360197)]","[np.float64(0.663642168045044), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.2938882615044145)]","[np.float64(0.8581924438476562), np.float64(4.293888092041016)]","[np.float64(0.004992390004273213), np.float64(2.0227767554835823)]","[np.float64(0.004992390051484108), np.float64(2.0227768421173096)]"
ZDT3,10,10,10,"[np.float64(0.6704928103966471), np.float64(4.251779367360197)]","[np.float64(0.6704928278923035), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.252525106213883)]","[np.float64(0.8581924438476562), np.float64(4.252525329589844)]","[np.float64(0.004992390004273213), np.float64(2.190479922714941)]","[np.float64(0.004992390051484108), np.float64(2.1904799938201904)]"
ZDT3,11,9,9,"[np.float64(0.6711206638497984), np.float64(4.251779367360197)]","[np.float64(0.6711206436157227), np.float64(4.251779556274414)]","[np.float64(0.8581924554827038), np.float64(4.251779367360197)]","[np.float64(0.8581924438476562), np.float64(4.251779556274414)]","[np.float64(0.004992390004273213), np.float64(1.9277108224566262)]","[np.float64(0.004992390051484108), np.float64(1.927710771560669)]"
ZDT3,12,9,9,"[np.float64(0.6711206638497984), np.float64(4.237434343185968)]","[np.float64(0.6711206436157227), np.float64(4.237434387207031)]","[np.float64(0.8581924554827038), np.float64(4.243080811666369)]","[np.float64(0.8581924438476562), np.float64(4.2430806159973145)]","[np.float64(0.004992390004273213), np.float64(1.9545135950707406)]","[np.float64(0.004992390051484108), np.float64(1.9545135498046875)]"
ZDT3,13,8,8,"[np.float64(0.6711206638497984), np.float64(4.195207269724636)]","[np.float64(0.6711206436157227), np.float64(4.195207118988037)]","[np.float64(0.8581924554827038), np.float64(4.243080811666369)]","[np.float64(0.8581924438476562), np.float64(4.2430806159973145)]","[np.float64(0.004992390004273213), np.float64(1.9534158501073247)]","[np.float64(0.004992390051484108), np.float64(1.953415870666504)]"
ZDT3,14,10,10,"[np.float64(0.6711206638497984), np.float64(4.162806596736738)]","[np.float64(0.6711206436157227), np.float64(4.162806510925293)]","[np.float64(0.8581924554827038), np.float64(4.243080811666369)]","[np.float64(0.8581924438476562), np.float64(4.2430806159973145)]","[np.float64(0.004992390004273213), np.float64(1.9534158501073247)]","[np.float64(0.004992390051484108), np.float64(1.953415870666504)]"
ZDT3,15,10,10,"[np.float64(0.6711206638497984), np.float64(4.162806596736738)]","[np.float64(0.6711206436157227), np.float64(4.162806510925293)]","[np.float64(0.8581924554827038), np.float64(4.2303713254944775)]","[np.float64(0.8581924438476562), np.float64(4.230371475219727)]","[np.float64(0.004992390004273213), np.float64(1.9534158501073247)]","[np.float64(0.004992390051484108), np.float64(1.953415870666504)]"
ZDT3,16,10,10,"[np.float64(0.6711206638497984), np.float64(4.155699798216552)]","[np.float64(0.6711206436157227), np.float64(4.155699729919434)]","[np.float64(0.8581924554827038), np.float64(4.2303713254944775)]","[np.float64(0.8581924438476562), np.float64(4.230371475219727)]","[np.float64(0.004992390004273213), np.float64(1.951345323578261)]","[np.float64(0.004992390051484108), np.float64(1.9513453245162964)]"
ZDT3,17,10,10,"[np.float64(0.6711206638497984), np.float64(4.155699798216552)]","[np.float64(0.6711206436157227), np.float64(4.155699729919434)]","[np.float64(0.8581924554827038), np.float64(4.2303713254944775)]","[np.float64(0.8581924438476562), np.float64(4.230371475219727)]","[np.float64(0.004992390004273213), np.float64(1.951345323578261)]","[np.float64(0.004992390051484108), np.float64(1.9513453245162964)]"
ZDT3,18,10,10,"[np.float64(0.6711206638497984), np.float64(4.154912645869994)]","[np.float64(0.6711206436157227), np.float64(4.15491247177124)]","[np.float64(0.8581924554827038), np.float64(4.2303713254944775)]","[np.float64(0.8581924438476562), np.float64(4.230371475219727)]","[np.float64(0.004992390004273213), np.float64(1.9250818687304614)]","[np.float64(0.004992390051484108), np.float64(1.9250818490982056)]"
ZDT3,19,10,10,"[np.float64(0.6711206638497984), np.float64(4.154534848838688)]","[np.float64(0.6711206436157227), np.float64(4.154534816741943)]","[np.float64(0.8581924554827038), np.float64(4.217955883085003)]","[np.float64(0.8581924438476562), np.float64(4.217956066131592)]","[np.float64(0.004992390004273213), np.float64(1.9250818687304614)]","[np.float64(0.004992390051484108), np.float64(1.9250818490982056)]"
ZDT3,20,10,10,"[np.float64(0.6711206638497984), np.float64(4.144047913611387)]","[np.float64(0.6711206436157227), np.float64(4.144047737121582)]","[np.float64(0.8581924554827038), np.float64(4.202830289294774)]","[np.float64(0.8581924438476562), np.float64(4.2028303146362305)]","[np.float64(0.004992390004273213), np.float64(1.9063573197457688)]","[np.float64(0.004992390051484108), np.float64(1.9063572883605957)]"
ZDT3,21,10,10,"[np.float64(0.6711206638497984), np.float64(4.144047913611387)]","[np.float64(0.6711206436157227), np.float64(4.144047737121582)]","[np.float64(0.8581924554827038), np.float64(4.202830289294774)]","[np.float64(0.8581924438476562), np.float64(4.2028303146362305)]","[np.float64(0.004992390004273213), np.float64(1.9063573197457688)]","[np.float64(0.004992390051484108), np.float64(1.9063572883605957)]"
ZDT3,22,10,10,"[np.float64(0.6711206638497984), np.float64(4.071737417306506)]","[np.float64(0.6711206436157227), np.float64(4.071737289428711)]","[np.float64(0.852142821185308), np.float64(4.202830289294774)]","[np.float64(0.8521428108215332), np.float64(4.2028303146362305)]","[np.float64(0.004992390004273213), np.float64(1.8894041187098962)]","[np.float64(0.004992390051484108), np.float64(1.8894041776657104)]"
ZDT3,23,10,10,"[np.float64(0.6711206638497984), np.float64(4.071737417306506)]","[np.float64(0.6711206436157227), np.float64(4.071737289428711)]","[np.float64(0.852142821185308), np.float64(4.18095689993179)]","[np.float64(0.8521428108215332), np.float64(4.180956840515137)]","[np.float64(0.004992390004273213), np.float64(1.8894041187098962)]","[np.float64(0.004992390051484108), np.float64(1.8894041776657104)]"
ZDT3,24,10,10,"[np.float64(0.6711206638497984), np.float64(4.050918061993283)]","[np.float64(0.6711206436157227), np.float64(4.050918102264404)]","[np.float64(0.852142821185308), np.float64(4.174051637591858)]","[np.float64(0.8521428108215332), np.float64(4.174051761627197)]","[np.float64(0.004992390004273213), np.float64(1.8595728757843668)]","[np.float64(0.004992390051484108), np.float64(1.8595728874206543)]"
